Product Code,Product Label,"UAE export to vietnam Value in 2022, USD thousands","annual growth export from uae to vietnam in value between 2018-2022, %, p.a","vietnam Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"import Value vietnam from world in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from world to vietnam in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from UAE to world  in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock", , , ,10, , , ,,"1,061",-11,1,27,Tons,"39,296", , , ,0,Tons, ,
500400,Silk yarn (excl. that spun from silk waste and that put up for retail sale), , , ,5, , , ,,"5,056",-19,2,95,Tons,"53,221", , , ,0,Tons, ,
500500,Yarn spun from silk waste (excl. that put up for retail sale), , , , , , , ,,362,-33,0,17,Tons,"21,294", , , , ,Tons, ,
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut", , , ,5, , , ,,15,-36,0,0,Tons, ,1,-27,0,0,Tons, ,
500710,Woven fabrics of noil silk, , , ,12, , , ,,"1,390",176,9,0,No quantity, ,70,-31,1,4,No quantity,"97,750",9
500720,Woven fabrics containing >= 85% silk or schappe by weight, , , ,12, , , ,,"38,553",-6,6,453,No quantity,"85,106",149,1,0,178,No quantity,"183,674",6
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight", , , ,12, , , ,,552,-15,0,0,No quantity, ,182,-13,0,0,No quantity, ,15
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed", , , ,0, , , ,,267,86,0,11, ,"24,273", , , ,10, ,"3,800",
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)", , , , , , , ,, , , , , , ,379,5,0,5, ,"3,200",
510129,"Degreased wool, non-carbonised, neither carded nor combed (excl. shorn wool)", , , , , , , ,, , , , , , ,387,-16,1,0, , ,
510130,"Carbonised wool, neither carded nor combed", , , ,0, , , ,,232,70,0,47,Tons,"4,936",1,-36,0,0,Tons, ,
510510,"Wool, carded", , , ,0, , , ,,6, ,0,0, , ,5,12,0,0, , ,
510529,"Wool, combed (excl. that in fragments ""open tops"")", , , ,0, , , ,,"44,818",47,3,"2,720",Tons,"16,477", , , ,596,Tons,"4,492",6
510531,"Hair of Kashmir ""cashmere"" goats, carded or combed", , , , , , , ,,29,5,0,0, , , , , , , , ,
510539,"Fine animal hair, carded or combed (excl. wool and hair of Kashmir ""cashmere"" goats)", , , , , , , ,,"14,360",481,7,184, ,"78,043", , , , , , ,
510540,"Coarse animal hair, carded or combed", , , , , , , ,, , , , , , ,1,137,0, , , ,
510610,Carded wool yarn containing >= 85% wool by weight (excl. that put up for retail sale), , , ,5, , , ,,"25,085",-7,8,"1,335",Tons,"18,790", , , ,62,Tons,"10,081",
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excl. that put up for . . .", , , ,5, , , ,,"4,693",17,2,264,Tons,"17,777", , , ,28,Tons,"10,786",
510710,Yarn of combed wool containing >= 85% wool by weight (excl. that put up for retail sale), , , ,5, , , ,,"62,577",-7,6,"2,744",Tons,"22,805",11,-45,0,4,Tons,"23,750",
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excl. that put up for . . .", , , ,5, , , ,,"12,615",17,4,568,Tons,"22,210", , , ,10,Tons,"43,300",
510810,Carded yarn of fine animal hair (excl. that of wool or that put up for retail sale), , , ,5, , , ,,"46,557",-8,19,397, ,"117,272", , , ,0, , ,
510820,Combed yarn of fine animal hair (excl. that of wool and that put up for retail sale), , , ,5, , , ,,"2,464",-52,1,22, ,"112,000", , , ,1, ,"51,000",
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale", , , ,5, , , ,,"1,245",9,1,58,Tons,"21,466",1, ,0,0,Tons, ,
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail . . .", , , ,5, , , ,,609,-21,0,41,Tons,"14,854",1,-21,0,13,Tons,"14,154",
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . ., , , ,12, , , ,,"2,442",-23,2,0,Tons, ,9,-6,0,7,Tons,"14,143",8
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . ., , , ,12, , , ,,"9,666",-13,4,0,Tons, ,44,8,0,15,Tons,"45,133",
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , , ,12, , , ,,"6,728",5,22,595,Tons,"11,308",3,-51,0,3,Tons,"50,000",
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , , ,12, , , ,,"40,883",0,10,"2,753",Tons,"14,850",62,112,0,22,Tons,"20,682",
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , , ,12, , , ,,"1,933",-18,4,0,No quantity, ,16,-8,0,3,No quantity,"44,333",33
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . ., , , ,12, , , ,,"24,987",-23,3,0,Tons, ,59,25,0,66,Tons,"74,742",46
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . ., , , ,12, , , ,,"17,738",-8,3,0,Tons, ,335,33,0,0,Tons, ,11
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , , ,12, , , ,,"3,405",-7,4,0,Tons, , , , ,5,Tons,"103,000",
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , , ,12, , , ,,"28,795",-6,11,0,Tons, ,6,-56,0,0,Tons, ,11
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , , ,12, , , ,,"6,633",-6,4,0,No quantity, ,2,-49,0,0,No quantity, ,
511300,Woven fabrics of coarse animal hair or of horsehair (excl. fabrics for technical uses of heading . . ., , , ,12, , , ,,49,-41,1,4, ,"12,250", , , ,265, ,"1,053",
520100,"Cotton, neither carded nor combed", , , ,0, , , ,,"3,100,894",7,13,"1,283,168",Tons,"2,417","3,190",-58,0,"12,960",Tons,"2,495",110
520210,"Cotton yarn waste, incl. thread waste", , , ,10, , , ,,"4,099",-11,6,"3,360",Tons,"1,220",1,-61,0,206,Tons,757,
520291,Garnetted stock of cotton, , , ,10, , , ,,151,-35,0,70,Tons,"2,157",72, ,0,147,Tons,"1,347",2
520299,"Cotton waste (excl. yarn waste, thread waste and garnetted stock)", , , ,10, , , ,,"13,811",-11,3,"10,909",Tons,"1,266",33,-3,0,622,Tons,"1,532",
520300,"Cotton, carded or combed", , , ,0, , , ,,"36,933",33,17,"29,020",Tons,"1,273",10,2,0,355,Tons,"3,406",100
520411,"Sewing thread, containing >= 85% cotton by weight (excl. that put up for retail sale)", , , ,5, , , ,,"2,528",17,5,325,Tons,"7,778",6,-57,0,73,Tons,"7,301",
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excl. that put up for . . .", , , ,5, , , ,,"1,341",47,4,150,Tons,"8,940",39,-41,0,28,Tons,"5,536",
520420,"Cotton sewing thread, put up for retail sale", , , ,5, , , ,,420,6,1,43,Tons,"9,767",30,-11,0,76,Tons,"8,513",7
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"5,470",15,1,"1,091",Tons,"5,014",6,-69,0,7,Tons,"30,286",
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"29,703",5,1,"7,501",Tons,"3,960",2,-80,0,934,Tons,"4,496",4
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"11,000",7,1,"2,570",Tons,"4,280", , , ,19,Tons,"2,789",1
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , , ,,"14,147",9,2,"3,508",Tons,"4,033", , , , ,Tons, ,
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , , ,,11, ,0,1,Tons,"11,000", , , , ,Tons, ,
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , , ,,"1,062",-14,2,169,Tons,"6,284", , , , ,Tons, ,
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"27,397",8,3,"5,556",Tons,"4,931",15,-51,0,419,Tons,"5,809",7
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"58,621",-2,3,"12,522",Tons,"4,681", , , ,"1,413",Tons,"4,483",
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"93,604",0,7,"19,950",Tons,"4,692",275, ,0,157,Tons,"5,115",
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"14,272",-6,8,"1,970",Tons,"7,245", , , ,20,Tons,"4,950",
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , , ,,"14,111",4,4,"1,877",Tons,"7,518", , , , ,Tons, ,
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,,"5,848",14,3,785,Tons,"7,450",1, ,0,0,Tons, ,
520531,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,311,-16,1,20,Tons,"15,550", , , ,10,Tons,"9,100",
520532,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"6,270",12,2,"1,145",Tons,"5,476", , , ,24,Tons,"6,750",
520533,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"7,595",-5,10,"1,784",Tons,"4,257", , , ,2,Tons,"9,000",
520534,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"2,891",-9,3,459,Tons,"6,298", , , ,0,Tons, ,
520535,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight . . .", , , , , , , ,,21,-32,1,5, ,"4,200", , , , , , ,
520541,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"2,190",44,11,288, ,"7,604", , , ,0, , ,
520542,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"10,297",0,6,"1,296",Tons,"7,945", , , ,141,Tons,"6,057",
520543,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"2,945",-17,3,414,Tons,"7,114",135, ,0,33,Tons,"10,636",
520544,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"7,454",-15,4,958,Tons,"7,781", , , ,18,Tons,"13,278",
520546,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,263,-37,1,23,Tons,"11,435", , , ,2,Tons,"14,500",
520547,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"1,348",24,1,147,Tons,"9,170", , , ,16,Tons,"12,000",
520548,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , ,5, , , ,,"10,279",-8,5,"1,033",Tons,"9,951",302,841,0,69,Tons,"8,420",
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .", , , ,5, , , ,,"5,637",25,3,"1,538",Tons,"3,665",11, ,0,66,Tons,"1,864",
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .", , , ,5, , , ,,"15,881",3,4,"3,811",Tons,"4,167", , , ,33,Tons,"1,909",
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .", , , , , , , ,,"2,295",-38,2,606,Tons,"3,787", , , , ,Tons, ,
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .", , , , , , , ,,"1,260",28,5,296,Tons,"4,257", , , , ,Tons, ,
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .", , , ,5, , , ,,78,-8,2,12, ,"6,500", , , ,80, ,725,
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .", , , ,5, , , ,,"1,183",26,4,105,Tons,"11,267", , , ,6,Tons,"8,167",
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .", , , ,5, , , ,,"3,933",7,2,807,Tons,"4,874", , , ,7,Tons,"5,714",
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .", , , ,5, , , ,,"9,022",2,3,"1,984",Tons,"4,547", , , ,27,Tons,"4,074",
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .", , , , , , , ,,"9,589",-1,5,"1,992",Tons,"4,814", , , , ,Tons, ,
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and . . .", , , , , , , ,,863,-43,7,144,Tons,"5,993", , , , ,Tons, ,
520631,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , , , , , ,,218,-30,1,51,Tons,"4,275", , , , ,Tons, ,
520632,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , ,5, , , ,,"3,682",17,8,430,Tons,"8,563", , , ,2,Tons,"1,000",
520633,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , ,5, , , ,,48,-28,0,4,Tons,"12,000", , , ,0,Tons, ,
520634,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , , , , , ,,514,62,10,70, ,"7,343", , , , , , ,
520641,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , , , , , ,,13,-38,0,0,No quantity, , , , , ,No quantity, ,
520642,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , ,5, , , ,,"14,033",15,21,"1,618",Tons,"8,673", , , ,3,Tons,"6,333",
520643,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , ,5, , , ,,"2,255",1,13,199,Tons,"11,332", , , ,1,Tons,"35,000",
520644,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , , , , , ,,"5,441",83,26,606,Tons,"8,979", , , , ,Tons, ,
520645,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , ,5, , , ,,742,-4,6,58,Tons,"12,793",2,-40,0, ,Tons, ,
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excl. sewing thread)", , , ,5, , , ,,848,-19,0,93,Tons,"9,118", , , ,37,Tons,"9,297",
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excl. . . .", , , ,5, , , ,,"2,553",-9,4,265,Tons,"9,634",32,6,0,21,Tons,"14,667",
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , , ,12, , , ,,"13,798",-41,5,"1,231",Tons,"11,209",36,-26,0,363,Tons,"11,592",5
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , , ,12, , , ,,"39,491",-9,5,"4,709",Tons,"8,386", , , ,473,Tons,"6,810",2
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", , , ,12, , , ,,"19,633",4,14,"2,224",Tons,"8,828", , , ,70,Tons,"8,486",
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², unbleached . . .", , , ,12, , , ,,"68,590",21,13,0,Tons, ,234,-33,0,0,Tons, ,11
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², . . .", , , ,12, , , ,,"8,783",20,4,"1,010",Tons,"8,696",15,-60,0,0,Tons, ,4
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , , ,12, , , ,,"29,391",-3,8,"2,299",Tons,"12,784",7,-31,0,213,Tons,"10,052",4
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", , , ,12, , , ,,"10,031",6,12,693,Tons,"14,475", , , ,47,Tons,"11,128",
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², bleached . . .", , , ,12, , , ,,"30,170",3,5,0,Tons, ,455,34,0,272,Tons,"12,691",11
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , , ,12, , , ,,"14,887",7,7,963,Tons,"15,459",43,19,0,"2,277",Tons,"14,552",19
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , , ,12, , , ,,"128,506",4,15,"12,305",No quantity,"10,443",21,-31,0,"1,089",No quantity,"10,747",93
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", , , ,12, , , ,,"28,051",13,14,"2,905",Tons,"9,656", , , ,84,Tons,"11,226",5
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², dyed . . .", , , ,12, , , ,,"95,822",13,12,"9,146",Tons,"10,477",389,31,0,"1,431",Tons,"13,531",81
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , , ,12, , , ,,"6,547",-7,9,320,Tons,"20,459",27, ,0,235,Tons,"32,860",2
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , , ,12, , , ,,"81,882",-6,13,"5,791",Tons,"14,140",30,-15,0,125,Tons,"17,176",13
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", , , ,12, , , ,,"77,400",17,19,0,Tons, ,1,6,0,150,Tons,"10,127",18
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², made . . .", , , ,12, , , ,,"41,491",-6,11,0,No quantity, ,86,-27,0,0,No quantity, ,25
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , , ,12, , , ,,"11,299",2,6,0,Tons, ,9,-59,0,0,Tons, ,12
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , , ,12, , , ,,"50,224",-14,4,"3,585",No quantity,"14,009",82,-9,0,681,No quantity,"18,065",6
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², printed . . .", , , ,12, , , ,,"43,139",17,11,"4,076",No quantity,"10,584",68,-34,0,0,No quantity, ,120
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², . . .", , , ,12, , , ,,"11,104",19,7,"1,488",Tons,"7,462",23,-18,0,0,Tons, ,-
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread . . .", , , ,12, , , ,,"8,063",16,3,"1,339",Tons,"6,022",1, ,0,55,Tons,"4,436",
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², unbleached . . .", , , ,12, , , ,,"2,057",-11,1,267,Tons,"7,704",8,-59,0,0,Tons, ,10
