company name,contact number,area,product category 1,product category 2
"PAPELES PINTADOS IBERIA, S.A. DE C.V.",tel:+52 222 240 0078,Puebla - Mexico,Paper and board,Base and backing paper
"TARSA, S.A. DE C.V., ROBERT'S",tel:+52 55 5333 6010,México - Mexico,Clothes for men,Clothing and footwear
"ABASTECEDORA LUMEN, S.A. DE C.V.",tel:+52 55 5490 6500,México - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry","Carvings, pyrography and marquetry, wooden"
"CONTINENTAL AUTOMOTIVE MEXICANA, S.A. DE C.V.",tel:+52 735 354 8300,Villa de ayala - Mexico,Security equipment,Rescue and emergency equipment and systems NES
"RASSINI, S.A. DE C.V. (PLANTA - XALOSTOC)",tel:+52 55 5699 1350,Xalostoc - Mexico,"Bearings and pillow blocks, mechanical",Engines and mechanical parts
"AUDIOMEX, S.A. DE C.V., DISTELE ELECTRONICA",tel:+52 55 5538 0500,México - Mexico,Amplifiers,Electronic equipment. Telecommunications equipment
"TIENDAS GARCES, S.A. DE C.V.",tel:+52 722 212 8411,Toluca - Mexico,Furniture and linen,Home decorations
"COMERCIAL V.H., S.A. DE C.V.",tel:+52 662 214 1995,Hermosillo - Mexico,Department and chain stores,"General traders, department and retail stores"
"OPERADORA MERCO, S.A. DE C.V.",tel:+52 81 8625 8650,Apodaca - Mexico,Department and chain stores,"General traders, department and retail stores"
"MONTES Y COMPAÑIA, S.A. DE C.V., GRUPO MONTES",tel:+52 33 3679 0000,Guadalajara - Mexico,Sugar confectionery,Food
"EL ROBLE BAÑOS Y RECUBRIMIENTOS, S.A. DE C.V.",tel:+52 668 818 0505,Los mochis - Mexico,Sand,Quarried stone
"SUELAS WYNY, S.A. DE C.V.",tel:+52 477 710 9900,Purísima de bustos - Mexico,"Leathers, furs and their products","Skins, hides and leathers, bovine (cattle) and equine (horse)"
"LABORATORIOS SENOSIAIN, S.A. DE C.V.",tel:+52 55 5280 4999,México - Mexico,Plastic products,"Plastic products for the chemical, pharmaceutical and cosmetic industries"
"FLEX-N-GATE LUNKOMEX, S.A. DE C.V.",tel:+52 222 294 3641,Puebla - Mexico,Means of transport,Motor vehicle body spare parts
"PARRAS CONE DE MEXICO, S.A. DE C.V.",tel:+52 842 426 0000,Parras de la fuente - Mexico,Textiles,"Fabrics, cotton, for clothing and household linen"
"CINSA, S.A. DE C.V.",tel:+52 844 411 7017,Saltillo - Mexico,Basic metal products,"Sheet iron and steel, coated or magnetic"
"CONSERVAS LA COSTEÑA, S.A. DE C.V., LA COSTEÑA",tel:+52 55 5836 3636,Ecatepec de morelos - Mexico,Food,"Meat, poultry and game, canned and otherwise packaged"
"CNH INDUSTRIAL, S.A. DE C.V., CNH DE MEXICO",tel:+52 442 211 9100,Querétaro - Mexico,Agricultural and forestry machinery and equipment,Agricultural tractors
"SWECOMEX, S.A. DE C.V. (PLANTA - Infraestructura y Construcción (CICSA))",tel:+52 33 3881 1400,Guadalajara - Mexico,Chemical industry plant and equipment,Driers for the chemical industry
"CONSORCIO MINERO BENITO JUAREZ PEÑA COLORADA, S.A. DE C.V.",tel:+52 314 331 0600,Manzanillo - Mexico,Iron compounds,Chemical base materials
"MANUFACTURAS DE CALZADO FINO, S.A. DE C.V.",tel:+52 477 711 7474,León - Mexico,"Leathers, furs and their products","Fancy goods, leather"
"PYOSA, S.A. DE C.V.",tel:+52 81 8625 5600,San nicolás de los garza - Mexico,Chemical products,"Pigments, synthetic"
"CONSTRUCCIONES MARITIMAS MEXICANAS, S.A. DE C.V., GRUPO PROTEXA",tel:+52 81 8399 2828,Santa catarina - Mexico,Offshore and underwater work contractors,Civil and marine engineering contractors
"GUANTES VITEX, S.A. DE C.V.",tel:+52 55 5538 6598,México - Mexico,Gloves,Clothing and footwear
"COMPAÑIA TIPOGRAFICA YUCATECA, S.A. DE C.V., GRUPO MEGAMEDIA",tel:+52 999 942 2222,Mérida - Mexico,Printing and publishing,Publishing: Newspapers and magazines
"DEACERO, S.A. DE C.V. (Oficinas Generales)",tel:+52 81 8368 1100,San pedro garza garcía - Mexico,Glass fibre reinforced plastic (GRP) products,Plastic products
"TEXTILES KN DE ORIENTE, S.A. DE C.V.",tel:+52 55 5358 4909,Naucalpan - Mexico,Textiles,"Fabrics, cotton, for clothing and household linen"
"PRODUCTOS QUIMICOS MONTERREY, S.A. DE C.V., PQM",tel:+52 81 8345 6569,Monterrey - Mexico,"Organic acids, their anhydrides and acid halides",Chemical base materials
"LIQUIMEX, S.A. DE C.V.",tel:+52 722 276 8600,Toluca - Mexico,Beverages,Waters
"BECTON DICKINSON DE MEXICO, S.A. DE C.V.",tel:+52 55 5999 8200,México - Mexico,"Health, medical and pharmaceutical",Plastic products for hospital and medical use
"FRIGORIFICO KOWI, S.A. DE C.V.",tel:+52 642 425 9000,Navojoa - Mexico,Food,"Abattoir products, non-processed"
"DEPORTES MARTI, S.A. DE C.V.",tel:+52 55 5628 2800,México - Mexico,Clothing and footwear,"Footwear, sports"
"LADRILLERA MECANIZADA, S.A. DE C.V.",tel:+52 81 8133 3000,San pedro garza garcía - Mexico,"Flooring, roofing and wall coverings, plastic, for the building industry",Plastic products
"SAFMEX, S.A. DE C.V.",tel:+52 722 216 5600,Toluca - Mexico,Food,Yeast for food and beverages
"POLIOLES, S.A. DE C.V. (CORPORATIVO)",tel:+52 55 9140 4800,México - Mexico,Plastic packagings,Plastic products
"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",tel:+52 55 1103 5000,México - Mexico,Oil and gas drilling and exploration contractors,Civil and marine engineering contractors
"IMPASER, S.A. DE C.V.",tel:+52 33 3812 4937,Guadalajara - Mexico,Hygiene and cleaning,"Washing machines and equipment, domestic"
"INDUSTRIAS QUETZAL, S.A. DE C.V.",tel:+52 712 122 0653,Atlacomulco - Mexico,"Furniture, domestic",Furniture and linen
"OPTICAS DEVLYN, S.A. DE C.V.",tel:+52 55 5262 4100,México - Mexico,"Health, medical and pharmaceutical",Hearing aids
"SIEGFRIED RHEIN, S.A. DE C.V.",tel:+52 55 1055 2600,México - Mexico,"Health, medical and pharmaceutical",Pharmaceutical preparations for the central and autonomic nervous system and anaesthetics
"HIDROGENADORA YUCATECA, S.A. DE C.V., PROTEINAS Y OLEICOS",tel:+52 999 942 0900,Mérida - Mexico,"Oils, edible",Food
"FERRETERIA LA CARREDANA, S.A. DE C.V.",tel:+52 722 276 7600,Toluca - Mexico,Rubber products,"Technical parts, rubber, by industry"
"CONSORCIO AVIACSA, S.A. DE C.V.",tel:+52 55 5716 9006,México - Mexico,"Air transport services, passenger and freight",Transportation and logistics services
"TEXLAN, S.A. DE C.V.",tel:+52 55 5357 1900,Naucalpan de juárez - Mexico,Textiles,"Yarns and twists, wool and hair"
"DROGUERIA BENAVIDES, S.A. DE C.V.",tel:+52 81 8150 7700,Monterrey - Mexico,"Health, medical and pharmaceutical",Pharmaceutical preparations for the central and autonomic nervous system and anaesthetics
"FRITOS TOTIS, S.A. DE C.V.",tel:+52 779 796 9220,Tizayuca - Mexico,Food,Biscuits and crackers
"CALZADO ROHCAL, S.A. DE C.V.",tel:+52 477 763 5010,León - Mexico,"Leathers, furs and their products","Skins, hides and leathers, by use"
"GRUPO COATS MEXICO, S.A. DE C.V.",tel:+52 55 5227 1800,México - Mexico,Textiles,"Threads, sewing and embroidery"
"FABRICA LA ESTRELLA, S.A. DE C.V.",tel:+52 842 426 0200,Parras de la fuente - Mexico,Textiles,"Fabrics, cotton, for clothing and household linen"
"DYSTAR DE MEXICO, S.DE R.L. DE C.V.",tel:+52 55 5728 3390,México - Mexico,Chemical products,"Pigments, synthetic"
"SKYFELT, S.A. DE C.V.",tel:+52 227 275 9500,Huejotzingo - Mexico,Textiles,"Yarns and twists, man-made fibres"
"CIFUNSA DIESEL, S.A. DE C.V.",tel:+52 844 411 2000,Saltillo - Mexico,Basic metal products,Iron castings and parts
"EMBOTELLADORA AGUASCALIENTES, S.A. DE C.V. (PLANTA CEDIS - CENTRO DE DISTRIBUCION)",tel:+52 449 910 3520,Aguascalientes - Mexico,"Lemonade, carbonated and soft drinks, non-alcoholic",Beverages
"EMBOTELLADORA AGUASCALIENTES, S.A. DE C.V. (PLANTA LAS TROJES)",tel:+52 449 973 0088,Aguascalientes - Mexico,"Lemonade, carbonated and soft drinks, non-alcoholic",Beverages
"LEISER, S. DE R.L. DE C.V.",tel:+52 444 826 5600,San luis potosí - Mexico,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment","Boilers and water heaters, domestic, gas"
"IVONNE, S.A. DE C.V.",tel:+52 55 5657 0777,México - Mexico,Clothes by fabric,Clothing and footwear
"ROT QUIMICA, S.A. DE C.V.",tel:+52 81 8340 4759,Monterrey - Mexico,Inorganic acids and anhydrides,Chemical base materials
"FERRETERIA INDAR, S.A. DE C.V. (MATRIZ)",tel:+52 33 5000 2200,Guadalajara - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry",Woodworking tools
"TUBOS DE ACERO DE MEXICO, S.A., TENARIS TAMSA",tel:+52 229 989 1100,Veracruz - Mexico,"Pipes, tubes, ducts and pipelines, ferrous metals","Metal pipework, valves and containers"
"DURAPLAY DE PARRAL, S.A. DE C.V.",tel:+52 627 523 9800,Hidalgo del parral - Mexico,"Timber/logs, tropical zone","Timber, wooden products, machinery and equipment for the woodworking industry"
"ALEN DEL CENTRO, S.A. DE C.V. (Planta-Puebla)",tel:+52 222 223 3000,Puebla - Mexico,Hygiene and cleaning,Cleaning products and detergents
"GRUPO EDITORIAL ARMONIA, S.A.",tel:+52 55 5442 9600,México - Mexico,Printing and publishing,Publishing: Newspapers and magazines
"POLIMEROS Y DERIVADOS, S.A. DE C.V. (PLANTA)",tel:+52 477 710 9700,León - Mexico,Textiles,"Fabrics, cotton, for clothing and household linen"
"TAX EDITORES UNIDOS, S.A. DE C.V.",tel:+52 55 5265 1400,México - Mexico,Printing and publishing,Publishing: Newspapers and magazines
"COLGATE PALMOLIVE, S.A. DE C.V.",tel:+52 55 5629 9922,México - Mexico,Chemical products,"Pigments, natural, by use"
"HUSSMANN AMERICAN, S. DE R.L. DE C.V.",tel:+52 81 8318 6400,Ciénega de flores - Mexico,Refrigerators,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment"
"PROVEEDORA INDUSTRIAL VARGAS, S.A. DE C.V., PRIVARSA",tel:+52 81 8333 1199,Monterrey - Mexico,Plastic extrusion equipment and machinery,Rubber and plastic industry plant and equipment
"LUGUER MEXICO, S.A. DE C.V. (FILIAL)",tel:+52 55 5366 7310,Tlalnepantla - Mexico,Electric motor components,Engines and mechanical parts
"INOXIDABLES Y PROCESOS, S.A. DE C.V., - CIM (MATRIZ)",tel:+52 55 5488 0414,México - Mexico,Basic metal products,Raw pig-iron
"INDUSTRIA DEL ALCALI, S.A. DE C.V.",tel:+52 81 8863 2600,García - Mexico,Sodium compounds,Chemical base materials
"FEDERAL-MOGUL, S.A. DE C.V. (PLANTA - DIVISION COJINETES)",tel:+52 222 222 0056,Puebla - Mexico,Rubber products,"Profiles, blocks, rollers and bearings, rubber"
"TEL IND MEXICANA DE TELECOMUNICACIONES, S.A. DE C.V. (CORPORATIVO)",tel:+52 33 3884 1500,Tlaquepaque - Mexico,Electrical equipment. Nuclear equipment,Electric switches
"ACERO PRIME, S. DE R.L. DE C.V.",tel:+52 444 870 7700,San luis potosí - Mexico,Basic metal products,"Refined, special and tool steels"
"DENSO MEXICO, S.A. DE C.V.",tel:+52 81 8156 7000,Apodaca - Mexico,"Wood panels, by use","Timber, wooden products, machinery and equipment for the woodworking industry"
"SIEMENS, S.A. DE C.V.",tel:+52 81 8196 0909,Apodaca - Mexico,Basic metal products,"Steel castings and parts, by use"
"RASSINI, S.A. DE C.V., SAN LUIS RASSINI - PIEDRAS NEGRAS",tel:+52 878 782 6131,Piedras negras - Mexico,"Hardware, ironmongery, cutlery and tools","Washers, metal, non-turned"
"GRUPO PETROTEMEX, S.A. DE C.V. (Corporativo)",tel:+52 81 8748 1500,Monterrey - Mexico,Natural pitch,Chemical base materials
"ALIMENTOS LA CONCORDIA, S.A. DE C.V., AL DIA",tel:+52 474 741 9200,Lagos de moreno - Mexico,Food,Milks
"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",tel:+52 993 310 1100,Villahermosa - Mexico,Oil and gas industry plant and equipment,Machinery and equipment for offshore platforms
"DIEHL CONTROLS, S.A. DE C.V.",tel:+52 442 278 1350,Querétaro - Mexico,"Plastic boxes and enclosures, for the electrical and electronics industries",Plastic products
"DIGITAL CITY, S.A. DE C.V.",tel:+52 55 5276 7500,México - Mexico,Electrical equipment. Nuclear equipment,"Accumulators, batteries, secondary cells, by use"
"DISTRIBUIDORA IMPORTEK, S.A. DE C.V.",tel:+52 81 8335 6231,San pedro garza garcía - Mexico,Telecommunication systems,Electronic equipment. Telecommunications equipment
"SIGMA ALIMENTOS NORESTE, S.A. DE C.V.",tel:+52 81 8748 1000,Monterrey - Mexico,Food,"Abattoir products, non-processed"
"RAGASA INDUSTRIAS, S.A. DE C.V., GRUPO RAGASA",tel:+52 81 8389 7500,Monterrey - Mexico,Yogurt,Food
"OPERADORA MEGACABLE, S.A. DE C.V.",tel:+52 33 3750 0020,Guadalajara - Mexico,Equipment for television networks,Electronic equipment. Telecommunications equipment
"ALSTOM POWER PROYECTOS, S.A. DE C.V.",tel:+52 443 322 7100,Morelia - Mexico,Particle accelerator equipment,Electrical equipment. Nuclear equipment
"CINTAS INDUSTRIALES VARMAC, S.A. DE C.V.",tel:+52 55 5396 5809,México - Mexico,Coated and laminated paper and board,Paper and board
"INDUSTRIAL VALLERA DE MEXICALI, S.A. DE C.V., IVEMSA",tel:+52 686 561 4782,Mexicali - Mexico,Services to businesses,Human resources (HR) consultants
"POSTA EL CUATRO, S.A. DE C.V.",tel:+52 378 715 0481,México - Mexico,Livestock and fish,"Sheep, goats and pigs"
"MOVIS, S.A. DE C.V.",tel:+52 55 5709 7030,Atlacomulco - Mexico,Clothes for women,Clothing and footwear
"RECTIFICADORES INTERNACIONALES, S.A. DE C.V.",tel:+52 664 626 0804,Tijuana - Mexico,Semiconductor diodes,Electronic equipment. Telecommunications equipment
"MOTO REPUESTOS MONTERREY, S.A. DE C.V.",tel:+52 81 8125 0707,Monterrey - Mexico,Internal combustion engines,Engines and mechanical parts
"POLYRAFIA, S.A. DE C.V. (PLANTA)",tel:+52 712 122 9040,Atlacomulco - Mexico,Textiles,Pre-processed cotton and other vegetable textile fibres
"SAINT-GOBAIN SEKURIT MEXICO, S.A. DE C.V., SEKURIT (DIVISION - VIDRIO AUTOMOTRIZ)",tel:+52 735 354 8000,Villa de ayala - Mexico,"Glazing, glass","Glass, cement and ceramics"
"HITCHINER, S.A. DE C.V.",tel:+52 713 135 1901,Santiago tianguistenco - Mexico,Basic metal products,Iron castings and parts
"MUEBLES DICO, S.A. DE C.V.",tel:+52 55 5599 7000,México - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry","Doors and gates, wooden"
"ZF SACHS SUSPENSION MEXICO, S.A. DE C.V.",tel:+52 33 3208 0000,El salto - Mexico,Internal combustion engine components NES,Engines and mechanical parts
"REXCEL, S.A. DE C.V.",tel:+52 55 5728 5900,México - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry",Composite wood panels
"AUTOCIRCUITOS DE OBREGON, S.A. DE C.V.",tel:+52 644 410 5240,Ciudad obregón - Mexico,Textiles,"Belts and webbing, textile"
"EMBOTELLADORA LAGUNERA, S.A. DE C.V. (Centro de Producción)",tel:+52 871 749 2530,Torreón - Mexico,"Lemonade, carbonated and soft drinks, non-alcoholic",Beverages
"BOSE, S.A. DE C.V.",tel:+52 653 534 0140,San luis rio colorado - Mexico,"Amplifiers, by use",Electronic equipment. Telecommunications equipment
"BODESA, S.A. DE C.V., LA MARINA",tel:+52 312 316 3500,Colima - Mexico,Clothes for women,Clothing and footwear
"BAJA WOOD INTERNATIONAL, S.A. DE C.V. (PLANTA)",tel:+52 661 613 4105,Playas de rosarito - Mexico,"Timber, wooden products, machinery and equipment for the woodworking industry","Doors and gates, wooden"
"COMPAÑIA INDUSTRIAL DE TEPEJI DEL RIO, S.A. DE C.V., LA JOSEFINA",tel:+52 55 5200 5009,México - Mexico,"Yarns and twists, cotton",Textiles
"INDUSTRIAS LET, S.A. DE C.V.",tel:+52 442 225 2424,Querétaro - Mexico,"Concrete products, precast","Glass, cement and ceramics"
"GLOBAL BUSINESSES INC. DE MEXICO, S.A. DE C.V.",tel:+52 55 5519 4699,México - Mexico,Information technology (IT) and Internet,Information technology (IT) outsourcing services
"FABRICA DE CAMISAS MANCHESTER, S.A. DE C.V.",tel:+52 81 8122 3000,Monterrey - Mexico,Clothes for men,Clothing and footwear
"ELECTROLUX HOME PRODUCTS DE MEXICO, S.A. DE C.V. (DIVISION - REFRIGERADORES)",tel:+52 656 637 6000,Ciudad juárez - Mexico,Furniture and linen,"Furniture, kitchen, domestic"
"CORPORATIVO AGRICOLA SM DE MEXICO, S. DE R.L. DE C.V.",tel:+52 616 165 2888,San quintín - Mexico,Leaf vegetables,Agriculture and forestry
"INDUSFRANCIA, S.A. DE C.V.",tel:+52 55 5250 2856,México - Mexico,Importers and exporters,"General traders, department and retail stores"
"REPRESENTACION REAL DE CATORCE, S.A. DE C.V.",tel:+52 444 813 0107,San luis potosi - Mexico,Thermal testing equipment,Measuring and testing equipment
"COMERCIALIZADORA CASTELLON, S.A. DE C.V.",tel:+52 55 2451 3500,Tlalnepantla - Mexico,Furniture and linen,"Furniture, kitchen, domestic"
"HASBRO DE MEXICO, S. DE R.L. DE C.V.",tel:+52 55 5284 4400,México - Mexico,Sports and leisure equipment,Play areas
"MONTECARLO CONSTRUCCION Y MOBILIARIO, S.A. DE C.V.",tel:+52 33 3674 6763,Guadalajara - Mexico,Building contractors,Building industry
"MARNA PLASTICA, S.A. DE C.V.",tel:+52 55 5858 0303,Los reyes la paz - Mexico,Furniture and linen,Curtains and blinds
"CORPORATIVO PETRO GAS DE MONTEREY, S.A. DE C.V.",tel:+52 81 8305 0800,San nicolás de los garza - Mexico,"Tanks and vats, metal","Metal pipework, valves and containers"
"DISTRIBUIDORA DE VEGETALES MEXICANOS, S.A. DE C.V., DIVEMEX",tel:+52 33 3640 0469,Guadalajara - Mexico,Agriculture and forestry,Fruit vegetables
"PANAMCO GOLFO, S.A. DE C.V.",tel:+52 55 5354 2452,México - Mexico,"Drink processing, bottling and canning services",Beverages
"CONCURMEX, S.A. DE C.V.",tel:+52 477 788 7300,León - Mexico,"Leathers, furs and their products","Skins, hides and leathers, bovine (cattle) and equine (horse)"
"MAQUILADORA SAN JAVIER, S.A. DE C.V.",tel:+52 476 743 4115,Purísima del rincon - Mexico,Clothing and footwear,Fashion houses
"TENERIA CONTINENTAL, S.A. DE C.V.",tel:+52 222 288 0035,Puebla - Mexico,"Leathers, furs and their products","Skins, hides and leathers, ovine (sheep), caprine (goat) and deer"
"ALIMENTOS PAR, S.A. DE C.V.",tel:+52 55 5113 2555,Nezahyalcoyotl - Mexico,Food,"Abattoir products, non-processed"
"COPYPLOT, S.A. DE C.V.",tel:+52 55 5683 9454,México - Mexico,Rotary printing,Printing and publishing
"EMPACADORA SUPREMO DE MONTERREY, S.A. DE C.V.",tel:+52 81 8313 8205,San nicolás de los garza - Mexico,Food,Delicatessen meats
"CORRUGADOS Y TREFILADOS, S.A. DE C.V., COTRESA",tel:+52 81 8390 1020,Santa catarina - Mexico,Basic metal products,"Flats, steel, hot rolled"
"SDV MEXICO, S.A. DE C.V.",tel:+52 55 5580 5519,México - Mexico,Shipping and forwarding agents,Transportation and logistics services
"SERVICIOS LANCERMEX, S.A. DE C.V.",tel:+52 81 8352 8532,San nicolás de los garza - Mexico,"Food, drink, tobacco and catering industry machinery and equipment",Drink or food dispensers for the catering industry
"INOXIDABLES Y ALEACIONES NACIONALES, S.A. DE C.V., INOXAN",tel:+52 81 8282 0362,Monterrey - Mexico,Furniture and linen,"Furniture, kitchen, domestic"
"ACEROS Y TUBOS REGIOS, S.A. DE C.V.",tel:+52 81 8394 0300,Monterrey - Mexico,Basic metal products,"Sheets and strips, steel, cold rolled"
"AISLAMIENTOS Y FORROS INDUSTRIALES, S.A. DE C.V., AYFISA",tel:+52 81 1052 4490,Monterrey - Mexico,Plastic products for the building industry,Plastic products
"REPARACIONES TECNICAS DE OCCIDENTE, S.A. DE C.V., RETOCCSA",tel:+52 33 3638 1276,Guadalajara - Mexico,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air heaters
"MONTES Y COMPAÑIA, S.A. DE C.V.",tel:+52 391 921 0287,Poncitlán - Mexico,Sugar confectionery,Food
"OPERADORA DE CIUDAD JUAREZ, S.A. DE C.V., SMART",tel:+52 656 629 5555,Ciudad juárez - Mexico,Food,Delicatessen meats
"DISTRIBUIDORA DE CINTAS Y HERRAJES, S.A. DE C.V.",tel:+52 55 5518 3388,México - Mexico,"Haberdashery articles, plastic",Plastic products
"HOTEL HOUSE, S.A. DE C.V., LATIN HOTEL",tel:+52 55 5265 5000,México - Mexico,"Fabrics, linen, by use",Textiles
"GRUPO JANFREX, S.A. DE C.V.",tel:+52 33 3133 9878,Zapopan - Mexico,Raw rubber processing equipment,Rubber and plastic industry plant and equipment
"UNIFOODS, S.A. DE C.V.",tel:+52 55 5333 1200,México - Mexico,Food,Milks
"CEMPROLITO, S.A. DE C.V.",tel:+52 55 5578 4747,México - Mexico,Paper and board,Stationery articles
"LEAR ELECTRICAL SYSTEMS DE MEXICO, S. DE R.L. DE C.V.",tel:+52 81 8124 4700,Chihuahua - Mexico,"Plastic products, for the automotive industry",Plastic products
"M.N.A. DE MEXICO, S.A. DE C.V.",tel:+52 81 8327 2542,San nicolás de los garza - Mexico,Food,Animal feed
"BICICLO, S.A. DE C.V.",tel:+52 444 824 0139,San luis potosí - Mexico,"Tyres and inner tubes, by vehicle type",Rubber products
