company name ,contact number,Area,product category 1,product category 2,product category 3,company description
Hai Phong Book Distributing Joint Stock Co.,tel:+84 31 384 7948,Hai phong city - Viet Nam,Department and chain stores,"General traders, department and retail stores",Chain stores...,Bookstore
Dong Nai Book Distribution JSC,tel:+84 61 382 2670,Dong nai province - Viet Nam,Department and chain stores,"General traders, department and retail stores",Chain stores...,Bookstore
"Nam Hoang Co., Ltd.",tel:+84 4 3776 0956,Hanoi - Viet Nam,Department and chain stores,"General traders, department and retail stores",Chain stores...,Bookstore
"Hang Hanh Cultural & Trading Co., Ltd.",tel:+84 8 3991 0795,Ho chi minh city - Viet Nam,Department and chain stores,"General traders, department and retail stores",Chain stores...,Bookstore
Saigon Issue Service Trading Joint Stock Co.,tel:+84 8 3846 6260,Ho chi minh city - Viet Nam,Department and chain stores,"General traders, department and retail stores",Chain stores...,Bookstore
Khanh Hoa Book Distribution Joint-Stock Co.,tel:+84 58 382 2120,Khanh hoa province - Viet Nam,Department and chain stores,"General traders, department and retail stores",Chain stores...,Bookstore
Tay Nguyen Coffee Investment Import Export Joint Stock Co.,tel:+84 500 383 3757,Daklak province - Viet Nam,Agriculture and forestry,Cereals and pseudo cereals,Treatment services for agricultural products...,Cereals & Cereal Milling
Phuoc Sang 1 Pte Ent,tel:+84 76 354 0029,An giang province - Viet Nam,Agriculture and forestry,Cereals and pseudo cereals,Treatment services for agricultural products...,Cereals & Cereal Milling
"Dan Vi Co., Ltd.",tel:+84 4 3935 0953,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Thanh Tai Shop,tel:+84 8 3510 4608,Ho chi minh city - Viet Nam,Agriculture and forestry,Cereals and pseudo cereals,Treatment services for agricultural products...,Cereals & Cereal Milling
"Huyen Nguyen Chau Co., Ltd.",tel:+84 4 3978 1344,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Itesic Co., Ltd.",tel:+84 4 3633 3742,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Epest Co., Ltd.",tel:+84 4 3943 7888,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Thang Uy Co., Ltd.",tel:+84 4 3772 3478,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Dong Do Electronics Co., Ltd.",tel:+84 4 3537 8235,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Hop Phat Trading & Manufacturing Joint Stock Co.,tel:+84 4 3932 5438,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Dai Phong Flour Milling Co., Ltd.",tel:+84 710 384 2422,Can tho city - Viet Nam,Agriculture and forestry,Cereals and pseudo cereals,Treatment services for agricultural products...,Cereals & Cereal Milling
Viet Kim Joint Stock Co.,tel:+84 4 3936 4416,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Khanh Phong Trading Pte Ent,tel:+84 8 3969 2779,Ho chi minh city - Viet Nam,Agriculture and forestry,Cereals and pseudo cereals,Treatment services for agricultural products...,Cereals & Cereal Milling
"Tuan Vu Trading & Service Co., Ltd.",tel:+84 4 3766 6922,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
New Technology Import Export Joint Stock Co.,tel:+84 4 3852 0998,Hanoi - Viet Nam,Services to businesses,Thematic information and documentation services,Commercial information services,Information Services - Commercial
Three Stars Release Joint Stock Co,tel:+84 4 3733 2943,Hanoi - Viet Nam,Services to businesses,Thematic information and documentation services,Commercial information services,Information Services - Commercial
"Xuan Thanh Private Co., Ltd.",tel:+84 8 3812 4116,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Golden Star Handicraft Co., Ltd.",tel:+84 8 3997 0037,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Quang My Export Fine Handicraft Producing Co., Ltd.",tel:+84 8 3713 5559,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Thanh Thi Co., Ltd.",tel:+84 511 383 4322,Da nang city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Thien Hung Unit,tel:+84 8 3511 3247,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Chau A Enterprise,tel:+84 8 3823 9115,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Tan Loi Duc Co., Ltd.",tel:+84 650 376 2288,Binh duong province - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Phu Duc Shop,tel:+84 8 3722 1813,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Trading & Technological Co., Ltd.",tel:+84 4 3857 1912,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Misda Co., Ltd.",tel:+84 4 3783 1629,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Vu Ha Co., Ltd.",tel:+84 4 3825 0865,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Vietnam-Singapore Industrial Park J.V Co., Ltd.",tel:+84 241 376 5668,Bac ninh province - Viet Nam,"Property development, management and sales services",Services to businesses,Real estate companies,Real Estate
Duc Phuc Pte Ent,tel:+84 511 221 3487,Da nang city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Ha Minh Tuan Co., Ltd.",tel:+84 4 3942 5764,Hanoi - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
"Dai Co Viet Co., Ltd.",tel:+84 8 3997 4129,Ho chi minh city - Viet Nam,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Air conditioners,Air conditioner and ventilator components...,Air Conditioning
Chau Tam Shop,tel:+84 8 3815 0432,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Hanah Shop,tel:+84 8 3825 1470,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Phong Linh Trading Service Co. Ltd,tel:+84 8 2217 2528,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Cao Tri Son Trading Service Co., Ltd.",tel:+84 8 3838 1688,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Best Way Co.,Ltd.",tel:+84 4 3783 1413,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Trung Nam Co., Ltd.",tel:+84 4 3756 8746,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Tien Phat Pte Ent,tel:+84 58 382 9567,Khanh hoa province - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
"Qua Tang Qua Co., Ltd.",tel:+84 8 3551 5027,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Thuan Phat Shop,tel:+84 650 384 3007,Binh duong province - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
"Sunrise Bamboo Rattan Import Export & Trading Production Co., Ltd.",tel:+84 8 3866 2819,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Sai Anh Art & Crafts Co., Ltd.",tel:+84 8 3910 7007,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Blue Dragons Pte Ent,tel:+84 8 2210 2085,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Viet Huong Joint Stock Corp.,tel:+84 650 375 4870,Binh duong province - Viet Nam,"Property development, management and sales services",Services to businesses,Real estate companies,Real Estate
Nhut Quang Pte Ent,tel:+84 8 3985 6811,Ho chi minh city - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
Nhip Cau Vietnam Joint Stock Co.,tel:+84 4 3868 9386,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Mai Vietnamese Handicraft Co., Ltd.",tel:+84 8 3844 0988,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Ba Dinh Food Product Technology Co., Ltd.",tel:+84 4 3762 7449,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Green World Co., Ltd.",tel:+84 4 3636 8006,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Huy Hoang Shop,tel:+84 8 3858 6548,Ho chi minh city - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
Goldenkey Joint Stock Co.,tel:+84 4 3726 3663,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Dolphin Shop,tel:+84 8 3822 7992,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Viet Giai Thanh Production-Trading Co., Ltd.",tel:+84 8 3980 1587,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Song Vang Trading Co., Ltd.",tel:+84 8 3895 3794,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Chuan Tinh Khanh Co., Ltd.",tel:+84 8 3740 4033,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Nhat Thang Co., Ltd.",tel:+84 4 3562 3794,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Genexim Corp,tel:+84 4 3664 5837,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Duc Loc Tho Co., Ltd.",tel:+84 4 3556 6507,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Hung Phat Shop,tel:+84 8 3895 9946,Ho chi minh city - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
Hoang Lich JSC,tel:+84 4 6287 1536,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Dotamex Co., Ltd.",tel:+84 4 3641 1527,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Orientalpearl & LV Co., Ltd.",tel:+84 4 3722 2855,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Thanh Long Trading Pte Ent,tel:+84 8 3834 6230,Ho chi minh city - Viet Nam,"Hospitality, tourism, hotel and catering industries",Restaurants and bars,Restaurants,Food & Beverage / Restaurants
"Viet Phuong Design & Trading Co., Ltd.",tel:+84 8 3997 4148,Ho chi minh city - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Minh Anh Co., Ltd.",tel:+84 4 3984 3286,Hanoi - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
"Red Door Co., Ltd.",tel:+84 4 3872 4663,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Vietnam Handicrafts Import Export Co., Ltd.",tel:+84 4 3719 4323,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Son Son Co., Ltd.",tel:+84 4 3874 0403,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Agrivina Da Lat Hasfarm Co.,tel:+84 4 3719 6043,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
Vietcom Gift Joint Stock Co.,tel:+84 4 3537 7005,Hanoi - Viet Nam,"Decorative articles, ceramic","Glass, cement and ceramics","Pottery, regional or traditional...",Gift Items & Handicrafts
"Tuan Linh Co., Ltd.",tel:+84 4 3514 6988,Hanoi - Viet Nam,Basic metal products,Light metals and alloys,Aluminium,Aluminium
