Product Code,Product Label,"UAE export to russia Value in 2022, USD thousands","nnual growth in value between 2018-2022, %, p.a","Russia Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported Uae to russia in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"russia import from world Value in 2022, USD thousand ","Annual growth in value between russia import from world 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported russia to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"uae to world export Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported Uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or . . .", , , ,7, , , ,16,"12,867",5,2,"4,760",Tons,"2,703",995,-7,0,"2,898",Tons,"2,039",
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, . . .", , , ,5, , , ,16,"124,845",-3,2,"50,639",Tons,"2,465","4,031",0,0,"24,098",Tons,"2,429",
481200,"Filter blocks, slabs and plates, of paper pulp", , , ,10, , , ,4,"7,415",2,4,"1,527",Tons,"4,856",35,56,0,207,Tons,"7,362",6
481310,Cigarette paper in the form of booklets or tubes, , , ,5, , , ,0,"3,421",22,0,312,Tons,"10,965","1,186",12,0,123,Tons,"23,984",
481320,Cigarette paper in rolls of a width of <= 5 cm, , , ,5, , , ,0,"40,740",19,6,"17,505",Tons,"2,327",137,-9,0,"10,625",Tons,"2,331",
481390,"Cigarette paper, whether or not cut to size (excl. in the form of booklets or tubes, and rolls . . .", , , ,5, , , ,0,"27,522",-1,4,"8,371",Tons,"3,288","2,190",47,0,"7,701",Tons,"3,180",
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the . . .", , , ,5, , , ,10,"52,906",-20,5,"11,790",No quantity,"4,487","119,278",298,9,0,No quantity, ,67
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excl. wallcoverings . . .", , , ,10, , , ,30,"3,436",-29,1,601,Tons,"5,717",121,-26,0,274,Tons,"11,058",9
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no . . .", , , ,10, , , ,0,910,-5,1,505,Tons,"1,802",125,5,0,"2,771",Tons,"1,736",4
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets . . .", , , ,10, , , ,0,"4,132",13,2,"1,244",Tons,"3,322",33,-21,0,788,Tons,"5,718",-
481710,Envelopes of paper or paperboard (excl. letter cards), , , ,10, , , ,0,824,-14,0,267,Tons,"3,086","7,215",9,1,0,Tons, ,19
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excl. those . . .", , , ,10, , , ,0,35,-18,0,0,Tons, ,53,-9,0,0,Tons, ,-
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment . . .", , , ,10, , , ,7,"2,169",60,1,739,No quantity,"2,935",233,2,0,412,No quantity,"6,985",-
481810,Toilet paper in rolls of a width of <= 36 cm, , , ,11, , , ,24,"7,164",-20,0,"3,696",Tons,"1,938","1,439",-15,0,"3,218",Tons,"2,485",68
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding . . .", , , ,10, , , ,36,"13,372",-14,0,"5,744",Tons,"2,328","7,420",10,0,"6,549",Tons,"2,495",78
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres", , , ,10, , , ,12,"1,399",-29,0,430,Tons,"3,253",384,-11,0,"1,483",Tons,"4,510",6
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs . . .", , , ,10, , , ,12,543,36,0,93,Tons,"5,839",83,62,0,15,Tons,"21,800",7
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary . . .", , , ,3, , , ,36,"23,200",10,1,"6,542",Tons,"3,546",622,-2,0,"2,020",Tons,"2,777",7
481910,"Cartons, boxes and cases, of corrugated paper or paperboard", , , ,5, , , ,16,"41,282",-10,0,"26,285",No quantity,"1,571","14,409",-8,0,0,No quantity, ,246
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard", , , ,5, , , ,15,"70,225",-10,1,"19,425",No quantity,"3,615","18,582",4,0,"21,380",No quantity,"4,393",102
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having . . .", , , ,9, , , ,30,"8,108",-17,1,"3,721",Tons,"2,179","3,809",3,0,"1,829",Tons,"2,624",55
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres . . .", , , ,5, , , ,15,"71,511",6,1,"25,936",Tons,"2,757","11,902",28,0,"14,001",Tons,"4,491",158
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of . . .", , , ,7, , , ,15,"28,707",11,1,"10,046",Tons,"2,858","1,042",21,0,"7,435",Tons,"6,908",14
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used . . .", , , ,7, , , ,15,"1,711",-10,0,292,Tons,"5,860",507,-4,0,552,Tons,"3,498",3
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, . . .", , , ,10, , , ,28,"28,101",1,1,0,No quantity, ,"1,226",-7,0,0,No quantity, ,63
482020,Exercise books of paper or paperboard, , , ,14, , , ,7,394,1,0,119,Tons,"3,311",882,-11,0,0,Tons, ,59
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard", , , ,10, , , ,7,"2,855",-2,0,"1,288",Tons,"2,217",217,-11,0,"3,900",Tons,"2,121",8
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard", , , ,10, , , ,7,203,-22,0,63,Tons,"3,222",49,10,0,662,Tons,"1,903",
482050,"Albums for samples or collections, of paper or paperboard", , , ,10, , , ,7,"2,851",-8,2,591,Tons,"4,824",115,11,0,0,Tons, ,3
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers . . .", , , ,10, , , ,7,"2,444",-1,1,730,Tons,"3,348",802,-17,0,443,Tons,"5,372",62
482110,"Paper or paperboard labels of all kinds, printed", , , ,4, , , ,28,"30,337",-1,1,"6,150",No quantity,"4,933","13,574",4,0,"2,362",No quantity,"6,746",98
482190,"Paper or paperboard labels of all kinds, non-printed", , , ,5, , , ,24,"48,909",22,3,"17,079",Tons,"2,864","1,714",-13,0,"2,992",Tons,"3,672",54
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not . . .", , , ,5, , , ,0,258,-20,0,71,Tons,"3,634",77,496,0,434,Tons,"1,067",
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not . . .", , , ,5, , , ,0,778,7,0,339,Tons,"2,295","1,240",22,0,0,Tons, ,10
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square . . .", , , ,5, , , ,22,"46,028",1,4,"9,711",Tons,"4,740",195,4,0,"4,409",Tons,"5,143",56
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, . . .", , , ,5, , , ,7,"1,129",11,1,434,Tons,"2,601",375,-35,0,"2,137",Tons,"3,674",3
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard", , , ,10, , , ,7,33,-32,0,1,Tons,"33,000",159,23,0,18,Tons,"7,111",
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excl. of bamboo paper or . . .", , , ,10, , , ,14,"16,216",-5,0,"5,574",No quantity,"2,909","13,060",24,0,"15,724",No quantity,"2,580",
482370,"Moulded or pressed articles of paper pulp, n.e.s.", , , ,10, , , ,38,"1,868",-18,0,681,No quantity,"2,743",146,22,0,"4,132",No quantity,"2,523",5
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a . . .", , , ,6, , , ,220,"57,321",3,1,"11,659",No quantity,"4,916","2,220",-16,0,"31,235",No quantity,"3,379",
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded . . .", , , ,0, , , ,10,"2,055",-31,0,281,No quantity,"7,313","5,904",0,0,0,No quantity, ,193
490191,"Dictionaries and encyclopaedias, and serial instalments thereof", , , ,0, , , ,8,100,-5,0,0,No quantity, ,431,45,0,0,No quantity, ,1
490199,"Printed books, brochures and similar printed matter (excl. those in single sheets; dictionaries, . . .", , , ,0, , , ,10,"28,359",-14,0,0,No quantity, ,"45,736",-2,0,0,No quantity, ,121
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising . . .", , , ,0, , , ,8,11,11,0,2,Tons,"5,500",295,-8,0,249,Tons,"3,048",-
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising . . .", , , ,0, , , ,8,"3,183",-45,0,0,No quantity, ,402,-21,0,0,No quantity, ,5
490300,"Children's picture, drawing or colouring books", , , ,0, , , ,7,"5,092",-19,0,"1,104",No quantity,"4,612","1,823",5,0,0,No quantity, ,4
490400,"Music, printed or in manuscript, whether or not bound or illustrated", , , ,0, , , ,0,28,-5,0,5,No quantity,"5,600",46,-28,0,8,No quantity,"24,375",
490510,"Globes, printed (excluding relief globes)", , , ,0, , , ,0,28,-30,0,1,Tons,"28,000",2,-12,0,0,Tons, ,
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, . . .", , , ,0, , , ,0,4,-2,0,0,Tons, ,10,15,0,2,Tons,"23,500",
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical . . .", , , ,0, , , ,0,181,-17,0,12,Tons,"15,083",11,-35,0,21,Tons,"20,762",
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or . . .", , , ,0, , , ,0,"4,134",-28,7,6,Tons,"689,000","3,048",-9,4,0,Tons, ,6
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they . . .", , , ,5, , , ,0,"24,990",49,1,5,Tons,"4,998,000","10,323",-54,1,0,Tons, ,35
490810,"Transfers ""decalcomanias"", vitrifiable", , , ,10, , , ,1,198,-24,0,30,No quantity,"6,600",117,-54,0,0,No quantity, ,3
490890,"Transfers ""decalcomanias"" (excl. vitrifiable)", , , ,10, , , ,1,"12,267",19,1,356,Tons,"34,458",158,-43,0,0,Tons, ,4
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, . . .", , , ,10, , , ,1,813,3,0,62,No quantity,"13,113",120,-13,0,0,No quantity, ,-
491000,"Calendars of any kinds, printed, incl. calendars blocks", , , ,10, , , ,1,822,-21,0,196,Tons,"4,194",355,-11,0,85,Tons,"9,529",-
491110,"Trade advertising material, commercial catalogues and the like", , , ,3, , , ,3,"20,941",-19,1,"5,117",No quantity,"4,092","3,423",-17,0,0,No quantity, ,40
491191,"Pictures, prints and photographs, n.e.s.", , , ,0, , , ,1,"4,374",-10,0,716,No quantity,"6,109","1,271",16,0,521,No quantity,"13,833",37
491199,"Printed matter, n.e.s.", , , ,10, , , ,8,"36,429",-2,1,"4,667",No quantity,"7,806","12,377",-8,0,"1,253",No quantity,"52,393",581
500200,"Raw silk ""non-thrown""", , , ,4, , , ,0,2,-58,0,0, , ,81, ,0,46, ,"57,674",
500400,Silk yarn (excl. that spun from silk waste and that put up for retail sale), , , ,4, , , ,0,107,-18,0,4, ,"26,750", , , ,0, , ,
500500,Yarn spun from silk waste (excl. that put up for retail sale), , , , , , , ,,536,45,1,7, ,"76,571", , , , , , ,
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut", , , ,4, , , ,0,45,-6,0,0, , ,1,-27,0,0, , ,
500710,Woven fabrics of noil silk, , , ,2, , , ,8,294,-17,2,3,Tons,"98,000",70,-31,1,4,Tons,"97,750",5
500720,Woven fabrics containing >= 85% silk or schappe by weight, , , ,2, , , ,88,"6,524",3,1,81,No quantity,"80,543",149,1,0,178,No quantity,"183,674",-
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight", , , ,2, , , ,32,"1,829",-1,1,15,No quantity,"121,933",182,-13,0,0,No quantity, ,2
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed", , , ,2, , , ,3,48,-36,0,108,Tons,444, , , ,10,Tons,"3,800",
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)", , , ,2, , , ,2,19,15,0,25,Tons,760,379,5,0,5,Tons,"3,200",
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed", , , ,2, , , ,2,"1,263",0,0,"1,587",Tons,796, , , ,"1,624",Tons,"7,406",14
510129,"Degreased wool, non-carbonised, neither carded nor combed (excl. shorn wool)", , , ,2, , , ,2,139,9,0,97,Tons,"1,433",387,-16,1,0,Tons, ,-
510130,"Carbonised wool, neither carded nor combed", , , ,2, , , ,2,158,0,0,14, ,"11,286",1,-36,0,0, , ,
510211,"Hair of Kashmir ""cashmere"" goats, neither carded nor combed", , , ,5, , , ,3,163,-7,0,4,Tons,"40,750", , , ,0,Tons, ,
510219,"Fine animal hair, neither carded nor combed (excl. wool and hair of Kashmir ""cashmere"" goats)", , , , , , , ,,21,-31,0,0,Tons, , , , , ,Tons, ,
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excl. noils and garnetted stock)", , , ,5, , , ,3,41,-15,0,56, ,732, , , ,44, ,"2,000",
510510,"Wool, carded", , , ,5, , , ,0,476,-6,3,146,Tons,"3,260",5,12,0,0,Tons, ,
510521,"Wool, combed, in fragments ""open tops""", , , , , , , ,,16,-47,0,1,Tons,"16,000", , , , ,Tons, ,
510529,"Wool, combed (excl. that in fragments ""open tops"")", , , ,5, , , ,0,"2,042",-17,0,239,Tons,"8,544", , , ,596,Tons,"4,492",1
510531,"Hair of Kashmir ""cashmere"" goats, carded or combed", , , , , , , ,,33,97,0,1, ,"33,000", , , , , , ,
510539,"Fine animal hair, carded or combed (excl. wool and hair of Kashmir ""cashmere"" goats)", , , , , , , ,,20,-52,0,5, ,"4,000", , , , , , ,
510540,"Coarse animal hair, carded or combed", , , ,5, , , ,0,19,-17,1,0, , ,1,137,0, , , ,
510610,Carded wool yarn containing >= 85% wool by weight (excl. that put up for retail sale), , , ,5, , , ,0,457,-2,0,16,Tons,"28,563", , , ,62,Tons,"10,081",
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excl. that put up for . . .", , , ,5, , , ,0,"1,171",-21,1,52,Tons,"22,519", , , ,28,Tons,"10,786",
510710,Yarn of combed wool containing >= 85% wool by weight (excl. that put up for retail sale), , , ,5, , , ,0,"3,514",-4,0,139,Tons,"25,281",11,-45,0,4,Tons,"23,750",
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excl. that put up for . . .", , , ,5, , , ,0,"1,670",-10,1,58,Tons,"28,793", , , ,10,Tons,"43,300",
510810,Carded yarn of fine animal hair (excl. that of wool or that put up for retail sale), , , ,5, , , ,0,"1,326",-5,1,30, ,"44,200", , , ,0, , ,
510820,Combed yarn of fine animal hair (excl. that of wool and that put up for retail sale), , , ,5, , , ,0,"1,803",-48,1,28, ,"64,393", , , ,1, ,"51,000",
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale", , , ,5, , , ,0,"3,389",15,2,118,Tons,"28,720",1, ,0,0,Tons, ,
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail . . .", , , ,5, , , ,0,"3,778",1,2,162,No quantity,"23,321",1,-21,0,13,No quantity,"14,154",
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put . . .", , , ,5, , , ,0,5, ,0,0, , , , , ,0, , ,
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . ., , , ,10, , , ,8,"1,035",-9,1,38, ,"27,237",9,-6,0,7, ,"14,143",-
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . ., , , ,10, , , ,16,"3,430",-18,1,141,Tons,"24,326",44,8,0,15,Tons,"45,133",
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , , ,10, , , ,8,373,-21,1,21,Tons,"17,762",3,-51,0,3,Tons,"50,000",
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , , ,10, , , ,24,"3,848",-22,1,278,Tons,"13,842",62,112,0,22,Tons,"20,682",
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , , ,10, , , ,32,413,-11,1,17,Tons,"24,294",16,-8,0,3,Tons,"44,333",-
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . ., , , ,10, , , ,8,"1,298",-33,0,29,No quantity,"44,759",59,25,0,66,No quantity,"74,742",1
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . ., , , ,10, , , ,16,"1,729",-20,0,34,Tons,"50,853",335,33,0,0,Tons, ,-
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , , ,10, , , ,8,389,17,0,15, ,"25,933", , , ,5, ,"103,000",
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , , ,10, , , ,24,"2,322",-3,1,67,Tons,"34,657",6,-56,0,0,Tons, ,-
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , , ,10, , , ,32,501,-9,0,10,Tons,"50,100",2,-49,0,0,Tons, ,
511300,Woven fabrics of coarse animal hair or of horsehair (excl. fabrics for technical uses of heading . . ., , , ,10, , , ,8,14,-33,0,3, ,"4,667", , , ,265, ,"1,053",
520100,"Cotton, neither carded nor combed", , , ,0, , , ,2,"39,424",-3,0,"15,894",Tons,"2,480","3,190",-58,0,"12,960",Tons,"2,495",-
520210,"Cotton yarn waste, incl. thread waste", , , ,0, , , ,2,"15,702",19,25,"7,810", ,"2,010",1,-61,0,206, ,757,
520291,Garnetted stock of cotton, , , ,0, , , ,1,634,-20,2,535, ,"1,185",72, ,0,147, ,"1,347",3
520299,"Cotton waste (excl. yarn waste, thread waste and garnetted stock)", , , ,0, , , ,1,"1,038",-20,0,644,Tons,"1,612",33,-3,0,622,Tons,"1,532",
520300,"Cotton, carded or combed", , , ,0, , , ,0,"1,333",-4,1,491,Tons,"2,715",10,2,0,355,Tons,"3,406",3
520411,"Sewing thread, containing >= 85% cotton by weight (excl. that put up for retail sale)", , , ,5, , , ,0,149,37,0,26,Tons,"5,731",6,-57,0,73,Tons,"7,301",
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excl. that put up for . . .", , , ,5, , , ,0,97,5,0,11,Tons,"8,818",39,-41,0,28,Tons,"5,536",
520420,"Cotton sewing thread, put up for retail sale", , , ,5, , , ,0,201,-25,0,21,Tons,"9,571",30,-11,0,76,Tons,"8,513",-
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,0,"3,074",19,0,"1,239",Tons,"2,481",6,-69,0,7,Tons,"30,286",
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,0,"184,266",20,5,"59,066",Tons,"3,120",2,-80,0,934,Tons,"4,496",4
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,0,"124,937",23,9,"35,503",Tons,"3,519", , , ,19,Tons,"2,789",2
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , , ,,"23,823",-7,4,"6,811", ,"3,498", , , , , , ,
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , , ,,13,30,0,0, , , , , , , , ,
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,0,"15,254",4,1,"2,844",Tons,"5,364",15,-51,0,419,Tons,"5,809",3
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,0,"126,713",71,6,"77,635", ,"1,632", , , ,"1,413", ,"4,483",
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , ,5, , , ,0,"24,237",16,2,"5,084",Tons,"4,767",275, ,0,157,Tons,"5,115",
